Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Benartefa],Price [Benartefa],In stock [Benartefa],Low stock [Benartefa]
DOWNY-SACH-22-SF-NEW-CLV,22424,DOWNY-SACH-22-SF-NEW-CLV,Non Food,,N,,,,,,,5060,4902430557122,,,Y,Y,5600,6.000,
DOWNY-SACH-23/20-MYSTIQUE,22425,DOWNY-SACH-23/20-MYSTIQUE,Non Food,,N,,,,,,,5060,4902430504454,,,Y,Y,5600,8.000,
DOWNY-SOFT-11/10-SF,22426,DOWNY-SOFT-11/10-SF,Non Food,,N,,,,,,,2600,4902430303620,,,Y,Y,2900,1.000,
DOWNY-SOFT-23/20PASSION,22427,DOWNY-SOFT-23/20PASSION,Non Food,,N,,,,,,,5060,4902430542753,,,Y,Y,5600,23.000,
DOWNY-SOFT-REF-1L/720-AB,22428,DOWNY-SOFT-REF-1L/720-AB,Non Food,,N,,,,,,,34530,4902430358583,,,Y,Y,38300,1.000,
DOWNY-SPORT-REF-680/720-FRESH,22429,DOWNY-SPORT-REF-680/720-FRESH,Non Food,,N,,,,,,,33855,4902430821995,,,Y,Y,37600,1.000,
EKONOMI-CREMDET-500-K-671729,21401,EKONOMI-CREMDET-500-K-671729,non food,,N,,,,,,,1740,8998866671729,,,Y,Y,2000,2.000,
EKONOMI-CREMDET-500-PINK-184GR-612999,21402,EKONOMI-CREMDET-500-PINK-184GR-612999,non food,,N,,,,,,,1740,8998866612999,,,Y,Y,2000,6.000,
EKONOMI-CREMDET-500-VIOLET,21403,EKONOMI-CREMDET-500-VIOLET,non food,,N,,,,,,,1740,8998866611121,,,Y,Y,2000,7.000,
ELLIP-VR-KERATIN-HAIR-REPAIR-B,29035,ELLIP-VR-KERATIN-HAIR-REPAIR-B,Non food,,N,,,,,,,11630,8993417200069,,,Y,Y,12900,3.000,
ELLIP-VR-KERATIN-SILKY-BLACK-B,29033,ELLIP-VR-KERATIN-SILKY-BLACK-B,Non food,,N,,,,,,,11630,8993417200083,,,Y,Y,12900,3.000,
ELLIP-VR-KERATIN-SMOOTH-SILKY,29034,ELLIP-VR-KERATIN-SMOOTH-SILKY,Non food,,N,,,,,,,11630,8993417200076,,,Y,Y,12900,3.000,
ELLIPS-VR-NUTRICOLOR,29031,ELLIPS-VR-NUTRICOLOR,Non food,,N,,,,,,,11630,8993417200038,,,Y,Y,12900,3.000,
ELLIPS-VR-SHINY-BLACK,29029,ELLIPS-VR-SHINY-BLACK,Non food,,N,,,,,,,11630,8993417200045,,,Y,Y,12900,4.000,
ELLIPS-VR-SMOOTH-SHINY,29032,ELLIPS-VR-SMOOTH-SHINY,Non food,,N,,,,,,,11630,8993417200014,,,Y,Y,12900,5.000,
ELLIPS-VR-TREATMENT,29028,ELLIPS-VR-TREATMENT,Non food,,N,,,,,,,11630,8993417200021,,,Y,Y,12900,3.000,
ELLIPS-VR-VITALY,29030,ELLIPS-VR-VITALY,Non food,,N,,,,,,,11630,8993417200052,,,Y,Y,12900,3.000,
EMERON-HAIR-VITAMIN-BLACK-SHINE-107037,29036,EMERON-HAIR-VITAMIN-BLACK-SHINE-107037,Non food,,N,,,,,,,7950,8998866107037,,,Y,Y,8800,2.000,
EMERON-HAIR-VITAMIN-DEMAGE-REPAIR,29037,EMERON-HAIR-VITAMIN-DEMAGE-REPAIR,Non food,,N,,,,,,,7950,8998866107051,,,Y,Y,8800,3.000,
EMERON-HBL-LOVELY-100-HEALTY-WHT-UV/MOIST-105484,20304,EMERON-HBL-LOVELY-100-HEALTY-WHT-UV/MOIST-105484,Non food,,N,,,,,,,4100,8998866105484,,,Y,Y,4600,6.000,
EMERON-HBL-LOVELY-100-SILKY-WHT-UV/NOURISH-105507,20305,EMERON-HBL-LOVELY-100-SILKY-WHT-UV/NOURISH-105507,Non food,,N,,,,,,,4100,8998866105507,,,Y,Y,4600,1.000,
EMERON-HBL-LOVELY-120-MOIST-10/JEJU-ORANGE-105491,20306,EMERON-HBL-LOVELY-120-MOIST-10/JEJU-ORANGE-105491,Non food,,N,,,,,,,4730,8998866105491,,,Y,Y,5300,1.000,
EMERON-HBL-LOVELY-C-&-B-100-ALOE-VERA-613699,20303,EMERON-HBL-LOVELY-C-&-B-100-ALOE-VERA-613699,Non food,,N,,,,,,,4100,8998866613699,,,Y,Y,4600,1.000,
EMERON-HBL-LOVELY-NAT-120-GREEN-106498,20307,EMERON-HBL-LOVELY-NAT-120-GREEN-106498,Non food,,N,,,,,,,3130,8998866106498,,,Y,Y,3500,0.000,
EMERON-HBL-LOVELY-NAT-120-PINK-106504,20308,EMERON-HBL-LOVELY-NAT-120-PINK-106504,Non food,,N,,,,,,,3130,8998866106504,,,Y,Y,3500,2.000,
EMINA-BRIGHT-STUFF-FOR-ACNE-PR-FW-50ML,211030,EMINA-BRIGHT-STUFF-FOR-ACNE-PR-FW-50ML,Non food,,N,,,,,,,15265,8993137708289,,,Y,Y,16900,3.000,
EMINA-BRIGHT-STUFF-FW-100-ACNE-PORE,211026,EMINA-BRIGHT-STUFF-FW-100-ACNE-PORE,Non food,,N,,,,,,,24595,8993137707503,,,Y,Y,27300,3.000,
EMINA-BRIGHT-STUFF-FW-100ML,211027,EMINA-BRIGHT-STUFF-FW-100ML,Non food,,N,,,,,,,23745,8993137703888,,,Y,Y,26400,0.000,
EMINA-BRIGHT-STUFF-FW-50,211032,EMINA-BRIGHT-STUFF-FW-50,Non food,,N,,,,,,,13995,8993137701419,,,Y,Y,15500,1.000,
EMINA-MS-PIMPLE-FW-50ML,211033,EMINA-MS-PIMPLE-FW-50ML,Non food,,N,,,,,,,16115,8993137701990,,,Y,Y,17900,4.000,
EMINA-SKIN-BUDDY-BUBBLE-UP-FW-60,211029,EMINA-SKIN-BUDDY-BUBBLE-UP-FW-60,Non food,,N,,,,,,,16115,8993137692793,,,Y,Y,17900,2.000,
EMINA-SKIN-BUDY-DOT-BURST-FW-60,211028,EMINA-SKIN-BUDY-DOT-BURST-FW-60,Non food,,N,,,,,,,16115,8993137692809,,,Y,Y,17900,3.000,
EMINA-WHIP-FACE-WASH-50,211031,EMINA-WHIP-FACE-WASH-50,Non food,,N,,,,,,,17385,8993137708883,,,Y,Y,19300,3.000,
ENERGEN-PCH-30-JAHE,11404,ENERGEN-PCH-30-JAHE,food,,N,,,,,,,19975,8996001440377,,,Y,Y,21600,1.000,
ENERGEN-PCH-COKLAT,11401,ENERGEN-PCH-COKLAT,food,,N,,,,,,,19975,8996001603024,,,Y,Y,21600,1.000,
ENERGEN-PCH-KCG-HIJAU,11403,ENERGEN-PCH-KCG-HIJAU,food,,N,,,,,,,19985,8996001603048,,,Y,Y,21600,1.000,
ENERGEN-PCH-VANILA,11402,ENERGEN-PCH-VANILA,food,,N,,,,,,,19975,8996001603031,,,Y,Y,21600,4.000,
ENERGEN-RCG-29-COKLAT,11405,ENERGEN-RCG-29-COKLAT,food,,N,,,,,,,9435,8996001440049,,,Y,Y,10000,4.000,
ENERGEN-RCG-29-JAHE,11408,ENERGEN-RCG-29-JAHE,food,,N,,,,,,,9435,8996001440353,,,Y,Y,10000,20.000,
ENERGEN-RCG-29-KCG-HIJAU,11406,ENERGEN-RCG-29-KCG-HIJAU,food,,N,,,,,,,7790,8996001440087,,,Y,Y,8400,22.000,
ENERGEN-RCG-29-VANILA,11407,ENERGEN-RCG-29-VANILA,food,,N,,,,,,,9435,8996001440124,,,Y,Y,10000,15.000,
ESKULIN-CG-100-DREAM,22918,ESKULIN-CG-100-DREAM,Non food,,N,,,,,,,15695,8993417112270,,,Y,Y,17500,0.000,
ESKULIN-CG-100-FRIDAY,22919,ESKULIN-CG-100-FRIDAY,Non food,,N,,,,,,,15695,8993417212253,,,Y,Y,17500,3.000,
ESKULIN-CG-100-ROMANTIC,22920,ESKULIN-CG-100-ROMANTIC,Non food,,N,,,,,,,15695,8993417112232,,,Y,Y,17500,3.000,
ESKULIN-CG-100-SATURDAY,22921,ESKULIN-CG-100-SATURDAY,Non food,,N,,,,,,,15695,8993417212260,,,Y,Y,17500,1.000,
ESKULIN-CG-100-SUNDAY,22922,ESKULIN-CG-100-SUNDAY,Non food,,N,,,,,,,15695,8993417212277,,,Y,Y,17500,2.000,
ESKULIN-CG-100-THURSDAY,22923,ESKULIN-CG-100-THURSDAY,Non food,,N,,,,,,,15695,8993417212246,,,Y,Y,17500,2.000,
ESKULIN-CG-100-TUESDAY,22924,ESKULIN-CG-100-TUESDAY,Non food,,N,,,,,,,15695,8993417212222,,,Y,Y,17500,0.000,
ESKULIN-CG-100-WEDNESDAY,22925,ESKULIN-CG-100-WEDNESDAY,Non food,,N,,,,,,,15695,8993417212239,,,Y,Y,17500,2.000,
FAIR-&-LVL-FC-FOAM-50,211016,FAIR-&-LVL-FC-FOAM-50,Non food,,N,,,,,,,15185,8999999055769,,,Y,Y,16900,1.000,
FAIR-&-LVL-FF-BRIGHT-GLOW-50GR,211017,FAIR-&-LVL-FF-BRIGHT-GLOW-50GR,Non food,,N,,,,,,,15180,8999999566647,,,Y,Y,16800,3.000,
FANTA-1.5-STRAW,11712,FANTA-1.5-STRAW,food,,N,,,,,,,15260,8992761136055,,,Y,Y,16500,14.000,
FANTA-PET-250ML,11719,FANTA-PET-250ML,food,,N,,,,,,,3320,8992761145033,,,Y,Y,3600,16.000,
FANTA-PET-390-STRW,11713,FANTA-PET-390-STRW,food,,N,,,,,,,4705,8992761002039,,,Y,Y,5100,15.000,
FC-ALGTR-BINDER-C-107,33011,FC-ALGTR-BINDER-C-107,atk,,N,,,,,,,500,M000057651,,,Y,Y,1000,31.000,
FC-ALGTR-BINDER-C-260/60,33055,FC-ALGTR-BINDER-C-260/60,atk,,N,,,,,,,2000,M000057681,,,Y,Y,2200,24.000,
FILMA-MG-1LT-REFIL,10110,FILMA-MG-1LT-REFIL,food,,N,,,,,,,20600,8992826111072,,,Y,Y,22300,13.000,
FITRI-MG-BOTOL-900ML,10111,FITRI-MG-BOTOL-900ML,food,,N,,,,,,,14790,8992946531262,,,Y,Y,16000,5.000,
FLORIDINA-360-ORANGE-500708,11720,FLORIDINA-360-ORANGE-500708,food,,N,,,,,,,2545,8998866500708,,,Y,Y,2800,23.000,
FOGO-LEMARI-30-BREEZE,22808,FOGO-LEMARI-30-BREEZE,Non food,,N,,,,,,,5990,8992745330103,,,Y,Y,6600,1.000,
FOGO-LEMARI-30-FLORAL,22809,FOGO-LEMARI-30-FLORAL,Non food,,N,,,,,,,5990,8992745330110,,,Y,Y,6600,1.000,
FOGO-LEMARI-30-FRESH,22810,FOGO-LEMARI-30-FRESH,Non food,,N,,,,,,,5990,8992745330127,,,Y,Y,6600,1.000,
FOLIO-EXPD-OKEY-100@120,32008,FOLIO-EXPD-OKEY-100@120,atk,,N,,,,,,,10200,M0009382,,,Y,Y,11200,3.000,
FORTUNE-MG-REFIL-1LT,10112,FORTUNE-MG-REFIL-1LT,food,,N,,,,,,,15900,8993496106504,,,Y,Y,17200,0.000,
FORTUNE-MG-REFIL-2LT,10102,FORTUNE-MG-REFIL-2LT,food,,N,,,,,,,30595,8998225800043,,,Y,Y,33500,0.000,
FORVITA-MARGARINE-200,10113,FORVITA-MARGARINE-200,food,,N,,,,,,,6795,8992946520587,,,Y,Y,7400,12.000,
FOX-LEM-70GR-KLG-BR,33012,FOX-LEM-70GR-KLG-BR,atk,,N,,,,,,,11500,M0047136,,,Y,Y,12700,3.000,
FRAISWELL-MG-1LT-BTL,10114,FRAISWELL-MG-1LT-BTL,food,,N,,,,,,,16995,8992946513701,,,Y,Y,18400,8.000,
FRENCH-FRIES-SAOS-18,11110,FRENCH-FRIES-SAOS-18,food,,N,,,,,,,1220,8886013222408,,,Y,Y,1400,4.000,
FRESTEA-350ML-APEL,11721,FRESTEA-350ML-APEL,food,,N,,,,,,,4070,8992761166212,,,Y,Y,4400,9.000,
FRESTEA-350ML-GREEN-HONEY,11722,FRESTEA-350ML-GREEN-HONEY,food,,N,,,,,,,4070,8992761166205,,,Y,Y,4400,8.000,
FRESTEA-350ML-JASMINE,11723,FRESTEA-350ML-JASMINE,food,,N,,,,,,,4070,8992761166052,,,Y,Y,4400,-1.000,
FRESTEA-500-APEL,11724,FRESTEA-500-APEL,food,,N,,,,,,,5225,8992761122331,,,Y,Y,5700,1.000,
FRESTEA-500-GREEN-HONEY,11725,FRESTEA-500-GREEN-HONEY,food,,N,,,,,,,5105,8992761122430,,,Y,Y,5600,7.000,
FRESTEA-500-JASMINE,11726,FRESTEA-500-JASMINE,food,,N,,,,,,,5105,8992761122324,,,Y,Y,5600,4.000,
FRESTEA-500-MARKISA,11727,FRESTEA-500-MARKISA,food,,N,,,,,,,5105,8992761122348,,,Y,Y,5600,2.000,
FRML-SG-FOR-CROSS-ACTIVE-PACK,22306,FRML-SG-FOR-CROSS-ACTIVE-PACK,Non food,,N,,,,,,,11505,8991102021098,,,Y,Y,12800,-1.000,
FRML-SG-GOLD-PRO-ZIG-ZAG-PCK,22307,FRML-SG-GOLD-PRO-ZIG-ZAG-PCK,Non food,,N,,,,,,,11505,8991102024228,,,Y,Y,12800,0.000,
FRML-SG-JR-DORAEMON/HELM,26092,FRML-SG-JR-DORAEMON/HELM,Non food,,N,,,,,,,3140,8991102020817,,,Y,Y,3500,1.000,
FRML-SG-KIDDO-OPTIMUM,26091,FRML-SG-KIDDO-OPTIMUM,Non food,,N,,,,,,,8630,8991102023955,,,Y,Y,9600,0.000,
FRML-SG-ORTHODOTIC-EXT-SOFT,22308,FRML-SG-ORTHODOTIC-EXT-SOFT,Non food,,N,,,,,,,17520,8991102024822,,,Y,Y,19500,4.000,
FRML-SG-PLAT-PRO-EXT-CLN,22309,FRML-SG-PLAT-PRO-EXT-CLN,Non food,,N,,,,,,,11505,8991102023115,,,Y,Y,12800,1.000,
FRML-SG-PLAT-PRO-NANOCHARCOAL,22310,FRML-SG-PLAT-PRO-NANOCHARCOAL,Non food,,N,,,,,,,12550,8991102024730,,,Y,Y,14000,2.000,
FRML-SG-RIP-S-HELM,22311,FRML-SG-RIP-S-HELM,Non food,,N,,,,,,,3660,8991102022347,,,Y,Y,4100,6.000,
FRML-SG-SENSITIVE-FLEX-PCK,22312,FRML-SG-SENSITIVE-FLEX-PCK,Non food,,N,,,,,,,17780,8991102024464,,,Y,Y,19800,1.000,
FRML-SG-SLV-PRO-DMN-M-HELM,22313,FRML-SG-SLV-PRO-DMN-M-HELM,Non food,,N,,,,,,,3275,8991102022460,,,Y,Y,3700,-1.000,
FRML-SG-SPARKLING-WHT,22314,FRML-SG-SPARKLING-WHT,Non food,,N,,,,,,,12550,8991102024631,,,Y,Y,14000,7.000,
FRML-SG-SYSTEM-M-HELM,22315,FRML-SG-SYSTEM-M-HELM,Non food,,N,,,,,,,2825,8991102021210,,,Y,Y,3200,1.000,
GANDARIA-718-KCP-135-M,16012,GANDARIA-718-KCP-135-M,food,,N,,,,,,,6345,8994063101052,,,Y,Y,7000,17.000,
GARAM-DOLPIN-250,11323,GARAM-DOLPIN-250,food,,N,,,,,,,3190,11747234160,,,Y,Y,3500,5.000,
GARAM-DOLPIN-500,11324,GARAM-DOLPIN-500,food,,N,,,,,,,6380,11747234191,,,Y,Y,7000,4.000,
GARAM-REFINA-R-250,11327,GARAM-REFINA-R-250,food,,N,,,,,,,2635,8993226112508,,,Y,Y,3000,0.000,
GARAM-REFINA-RF-500,11326,GARAM-REFINA-RF-500,food,,N,,,,,,,5265,8993226125003,,,Y,Y,5700,3.000,
GARDOE-TEH-40-BIRU,14006,GARDOE-TEH-40-BIRU,food,,N,,,,,,,2875,8992797340198,,,Y,Y,3200,2.000,
GARDOE-TEH-40-HIJAU,14007,GARDOE-TEH-40-HIJAU,food,,N,,,,,,,2975,8992797340174,,,Y,Y,3300,1.000,
GARDOE-TEH-50-JASMINE,14008,GARDOE-TEH-50-JASMINE,food,,N,,,,,,,7980,8992797450163,,,Y,Y,8700,4.000,
GARDOE-TEH-80-BIRU,14009,GARDOE-TEH-80-BIRU,food,,N,,,,,,,5750,8992797380200,,,Y,Y,6300,3.000,
GARDOE-TEH-80-HIJAU,14010,GARDOE-TEH-80-HIJAU,food,,N,,,,,,,5950,8992797380187,,,Y,Y,6500,4.000,
GARUDA-PUTRA-PILLUS-9,13002,GARUDA-PUTRA-PILLUS-9,food,,N,,,,,,,535,8992775201404,,,Y,Y,600,0.000,
GARUDA-PUTRA-PILUS-9-PEDAS/PA,13003,GARUDA-PUTRA-PILUS-9-PEDAS/PA,food,,N,,,,,,,535,8992775201435,,,Y,Y,600,-2.000,
GARUDA-ROSTA-KCG-OVEN-RS-BWG,13006,GARUDA-ROSTA-KCG-OVEN-RS-BWG,food,,N,,,,,,,8250,8992775203422,,,Y,Y,9000,5.000,
GARUDA-ROSTA-WAGYU-BEEF-100GR,13001,GARUDA-ROSTA-WAGYU-BEEF-100GR,food,,N,,,,,,,8250,8992775001691,,,Y,Y,9000,1.000,
GARUDA-SNACK-PILLUS-9-SAPI-PG,13004,GARUDA-SNACK-PILLUS-9-SAPI-PG,food,,N,,,,,,,535,8992775201473,,,Y,Y,600,0.000,
GARUDA-SNACK-PILUS-9-RUMPUT-L,13005,GARUDA-SNACK-PILUS-9-RUMPUT-L,food,,N,,,,,,,535,8992775201480,,,Y,Y,600,2.000,
GATSBY-URBAN-CLG-125-ARDENT,22926,GATSBY-URBAN-CLG-125-ARDENT,Non food,,N,,,,,,,17030,8992222056007,,,Y,Y,18900,2.000,
GATSBY-URBAN-CLG-125-ATTRACTIV,22927,GATSBY-URBAN-CLG-125-ATTRACTIV,Non food,,N,,,,,,,17030,8992222054959,,,Y,Y,18900,3.000,
GATSBY-URBAN-CLG-125-CONFIDENC,22928,GATSBY-URBAN-CLG-125-CONFIDENC,Non food,,N,,,,,,,17030,8992222053433,,,Y,Y,18900,3.000,
GATSBY-URBAN-CLG-125-DIGNITY,22929,GATSBY-URBAN-CLG-125-DIGNITY,Non food,,N,,,,,,,17030,8992222056014,,,Y,Y,18900,1.000,
GATSBY-URBAN-CLG-125-ENERGY,22930,GATSBY-URBAN-CLG-125-ENERGY,Non food,,N,,,,,,,17030,8992222053426,,,Y,Y,18900,0.000,
GATSBY-URBAN-CLG-125-INFINITY,22931,GATSBY-URBAN-CLG-125-INFINITY,Non food,,N,,,,,,,17045,8992222053464,,,Y,Y,18900,6.000,
GATSBY-URBAN-CLG-125-INTENTION,22932,GATSBY-URBAN-CLG-125-INTENTION,Non food,,N,,,,,,,17030,8992222056021,,,Y,Y,18900,2.000,
GENTLE-GEN-FRENCH-PEONY-750ML,22114,GENTLE-GEN-FRENCH-PEONY-750ML,Non food,,N,,,,,,,20370,8996001401194,,,Y,Y,22600,5.000,
GENTLE-GEN-MB-750,22113,GENTLE-GEN-MB-750,Non food,,N,,,,,,,20370,8996001401187,,,Y,Y,22600,5.000,
GENTLE-GEN-PARISIENNE-GARDEN-750ML,22115,GENTLE-GEN-PARISIENNE-GARDEN-750ML,Non food,,N,,,,,,,20370,8996001401200,,,Y,Y,22600,0.000,
GERY-CHOCO-HAZELNUT-12/8,11602,GERY-CHOCO-HAZELNUT-12/8,food,,N,,,,,,,560,8992775312407,,,Y,Y,600,15.000,
GERY-COKLUUT-EGGROL-ENROB-12,11603,GERY-COKLUUT-EGGROL-ENROB-12,food,,N,,,,,,,575,8992775311400,,,Y,Y,600,10.000,
GERY-SALUT-COKLAT-11/7.5,11604,GERY-SALUT-COKLAT-11/7.5,food,,N,,,,,,,560,8992775312469,,,Y,Y,600,-11.000,
GERY-SALUT-WAFER-21-COCONUT,11605,GERY-SALUT-WAFER-21-COCONUT,food,,N,,,,,,,2100,8992775001028,,,Y,Y,2300,4.000,
GERY-SALUT-WFR-20-CHOC-COCONUT,11606,GERY-SALUT-WFR-20-CHOC-COCONUT,food,,N,,,,,,,2100,8992775001660,,,Y,Y,2300,14.000,
GILL-GOAL-II-HC,22012,GILL-GOAL-II-HC,food,,N,,,,,,,8500,8992765301008,,,Y,Y,9500,3.000,
GIV-BARSOAP-75-TIN&ZAITUN-KTK-612890,41045,GIV-BARSOAP-75-TIN&ZAITUN-KTK-612890,Non food,,N,,,,,,,2525,8998866612890,,,Y,Y,2700,-9.000,
GIV-BARSOAP-76GR-WHITE-HJB-SAFFRON-621519,41046,GIV-BARSOAP-76GR-WHITE-HJB-SAFFRON-621519,Non food,,N,,,,,,,2550,8998866621519,,,Y,Y,2700,-2.000,
GIV-BW-PCH-250-BENGKOANG-6094,22736,GIV-BW-PCH-250-BENGKOANG-6094,Non food,,N,,,,,,,14970,8998866609432,,,Y,Y,16700,0.000,
GIV-BW-PCH-250-LEMON-JOJOBA,22737,GIV-BW-PCH-250-LEMON-JOJOBA,Non food,,N,,,,,,,14970,8998866804479,,,Y,Y,16700,1.000,
GIV-BW-PCH-250-MERAH-80599,22738,GIV-BW-PCH-250-MERAH-80599,Non food,,N,,,,,,,14970,8998866805995,,,Y,Y,16700,1.000,
GIV-BW-PCH-250-PUTIH-80600,22739,GIV-BW-PCH-250-PUTIH-80600,Non food,,N,,,,,,,14970,8998866806008,,,Y,Y,16700,2.000,
GIV-BW-PCH-250-TIN-&-ZAITUN,22740,GIV-BW-PCH-250-TIN-&-ZAITUN,Non food,,N,,,,,,,14970,8998866612920,,,Y,Y,16700,2.000,
GIV-BW-PCH-250-UNGU-80598,22741,GIV-BW-PCH-250-UNGU-80598,Non food,,N,,,,,,,14970,8998866805988,,,Y,Y,16700,5.000,
GIV-BW-PCH-250-WHT-SAKURA,22742,GIV-BW-PCH-250-WHT-SAKURA,Non food,,N,,,,,,,14970,8998866613033,,,Y,Y,16700,0.000,
GIV-SOAP-110-BENGKOANG-B3-80933,41047,GIV-SOAP-110-BENGKOANG-B3-80933,Non food,,N,,,,,,,13065,8998866809337,,,Y,Y,14100,2.000,
GIV-SOAP-110-MERAH-B3-80931,41048,GIV-SOAP-110-MERAH-B3-80931,Non food,,N,,,,,,,13065,8998866809313,,,Y,Y,14100,2.000,
GIV-SOAP-BENGKOANG-608305,41049,GIV-SOAP-BENGKOANG-608305,Non food,,N,,,,,,,2465,8998866608305,,,Y,Y,2700,8.000,
GIV-SOAP-BIRU-888615,41050,GIV-SOAP-BIRU-888615,Non food,,N,,,,,,,2465,8998866888615,,,Y,Y,2700,10.000,
GIV-SOAP-HIJAU,41051,GIV-SOAP-HIJAU,Non food,,N,,,,,,,2465,8998866888639,,,Y,Y,2700,0.000,
GIV-SOAP-LEMON-76,41052,GIV-SOAP-LEMON-76,Non food,,N,,,,,,,2465,8998866804516,,,Y,Y,2700,7.000,
GIV-SOAP-MULBERRY-609142,41053,GIV-SOAP-MULBERRY-609142,Non food,,N,,,,,,,2465,8998866609142,,,Y,Y,2700,8.000,
GIV-SOAP-PAPAYA-608312,41054,GIV-SOAP-PAPAYA-608312,Non food,,N,,,,,,,2390,8998866608312,,,Y,Y,2700,8.000,
GIV-SOAP-PEARL-608602,41055,GIV-SOAP-PEARL-608602,Non food,,N,,,,,,,2465,8998866608602,,,Y,Y,2700,10.000,
GIV-SOAP-PUTIH-606417,41056,GIV-SOAP-PUTIH-606417,Non food,,N,,,,,,,2465,8998866606417,,,Y,Y,2700,11.000,
GIV-SOAP-VIOLET-602389,41057,GIV-SOAP-VIOLET-602389,Non food,,N,,,,,,,2465,8998866602389,,,Y,Y,2700,0.000,
GLADE-1-FOR-ALL-EXTR-FLOWER,24027,GLADE-1-FOR-ALL-EXTR-FLOWER,Non food,,N,,,,,,,9505,8992779159909,,,Y,Y,10600,6.000,
GLADE-1-FOR-ALL-OCEAN-ESCAPE,24028,GLADE-1-FOR-ALL-OCEAN-ESCAPE,Non food,,N,,,,,,,9505,8992779454905,,,Y,Y,10600,2.000,
GLADE-1-FOR-ALL-ORANGE,24025,GLADE-1-FOR-ALL-ORANGE,Non food,,N,,,,,,,9505,8992779158902,,,Y,Y,10600,5.000,
GLADE-1-FOR-ALL-OUD-WOOD/LEMON-SQUASH,24026,GLADE-1-FOR-ALL-OUD-WOOD/LEMON-SQUASH,Non food,,N,,,,,,,9505,8992779157905,,,Y,Y,10600,6.000,
GLADE-1-FOR-ALL-ROSE/-70-PEONY-BERY,24024,GLADE-1-FOR-ALL-ROSE/-70-PEONY-BERY,Non food,,N,,,,,,,9505,8992779160905,,,Y,Y,10600,5.000,
GNR-FOAM-LIGHT-GTL-CLARIF-100,211034,GNR-FOAM-LIGHT-GTL-CLARIF-100,Non food,,N,,,,,,,25795,8991380700029,,,Y,Y,28600,2.000,
GNR-LC-FOAM-50ML,211039,GNR-LC-FOAM-50ML,Non food,,N,,,,,,,17465,8991380700036,,,Y,Y,19400,3.000,
GNR-M-FOAM-TRBO-LGT-OIL-50-D434N,211042,GNR-M-FOAM-TRBO-LGT-OIL-50-D434N,Non food,,N,,,,,,,19175,8992304009143,,,Y,Y,21300,2.000,
GNR-MEN-TL-WHT-OC-50,211043,GNR-MEN-TL-WHT-OC-50,Non food,,N,,,,,,,21800,8992304047442,,,Y,Y,24200,3.000,
GNR-MEN-TLOC-INTENSIVE-3IN1-FM-50ML,211044,GNR-MEN-TLOC-INTENSIVE-3IN1-FM-50ML,Non food,,N,,,,,,,21800,8994993001378,,,Y,Y,24200,4.000,
GNR-SAKURA-WHIP-FOAM-100ML,211036,GNR-SAKURA-WHIP-FOAM-100ML,Non food,,N,,,,,,,31960,8994993009534,,,Y,Y,35500,4.000,
GNR-SAKURA-WHIP-FOAM-50ML,211038,GNR-SAKURA-WHIP-FOAM-50ML,Non food,,N,,,,,,,24425,8992304082009,,,Y,Y,27100,4.000,
GNR-SAKURA-WHT-100,211037,GNR-SAKURA-WHT-100,Non food,,N,,,,,,,27510,8992304047152,,,Y,Y,30500,3.000,
GNR-SAKURA-WHT-FOAM-50,211041,GNR-SAKURA-WHT-FOAM-50,Non food,,N,,,,,,,19175,8992304047169,,,Y,Y,21300,2.000,
GNR-SCRB-LIGHT-WASH-100-D550M,211035,GNR-SCRB-LIGHT-WASH-100-D550M,Non food,,N,,,,,,,27510,8991380700609,,,Y,Y,30500,3.000,
GNR-SKIN-NAT-50-LC-SCRUB,211040,GNR-SKIN-NAT-50-LC-SCRUB,Non food,,N,,,,,,,18835,8991380700593,,,Y,Y,20900,3.000,
GOLDA-COFFE-200-CAPUCINO,11728,GOLDA-COFFE-200-CAPUCINO,food,,N,,,,,,,2645,8998866202893,,,Y,Y,2900,-6.000,
GOLDA-COFFE-RTD-200-DOLCE-LATTE,11729,GOLDA-COFFE-RTD-200-DOLCE-LATTE,food,,N,,,,,,,2645,8998866201841,,,Y,Y,2900,12.000,
GOOD-DAY-20-RTG-CARREBIAN-NUT,15003,GOOD-DAY-20-RTG-CARREBIAN-NUT,food,,N,,,,,,,6000,8991002103931,,,Y,Y,6500,2.000,
GOOD-DAY-20-RTG-COOLIN,15004,GOOD-DAY-20-RTG-COOLIN,food,,N,,,,,,,6000,8991002103436,,,Y,Y,6500,0.000,
GOOD-DAY-20-RTG-MOCCACINO,15005,GOOD-DAY-20-RTG-MOCCACINO,food,,N,,,,,,,6110,8991002103238,,,Y,Y,6600,0.000,
GOOD-DAY-20-RTG-ORIGINAL,15006,GOOD-DAY-20-RTG-ORIGINAL,food,,N,,,,,,,6000,8991002103535,,,Y,Y,6500,0.000,
GOOD-DAY-20-RTG-VAN-LATTE,15007,GOOD-DAY-20-RTG-VAN-LATTE,food,,N,,,,,,,6110,8991002103337,,,Y,Y,6600,3.000,
GOOD-DAY-25-RTG-CAPPUCINO,15008,GOOD-DAY-25-RTG-CAPPUCINO,food,,N,,,,,,,1785,8991002103764,,,Y,Y,2000,5.000,
