Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Benartefa],Price [Benartefa],In stock [Benartefa],Low stock [Benartefa]
187299-ERASER-SMLL-BLCK,31030,187299-ERASER-SMLL-BLCK,atk,,N,,,,,,,2800,M000029979,,,Y,Y,3100,36.000,
A5-W/O-EXCL-40S,32028,A5-W/O-EXCL-40S,atk,,N,,,,,,,8500,M0009352,,,Y,Y,9400,2.000,
abc-bt-r6-biru,80001,ABC-BT-R6-BIRU,Elektronik,,N,,,,,,,11000,L0001325,,,Y,Y,11500,5.000,0.000
ABC-KCP-135-MANIS,16001,ABC-KCP-135-MANIS,food,,N,,,,,,,7355,711844110113,,,Y,Y,8000,2.000,
ABC-SARDINES-155-CHILI,18001,ABC-SARDINES-155-CHILI,food,,N,,,,,,,9095,711844330108,,,Y,Y,10000,8.000,
ABC-SARDINES-155-EXT-PDS,18002,ABC-SARDINES-155-EXT-PDS,food,,N,,,,,,,9095,711844330146,,,Y,Y,10000,0.000,
ABC-SARDINES-155-TOMAT,18003,ABC-SARDINES-155-TOMAT,food,,N,,,,,,,9385,711844330009,,,Y,Y,10200,11.000,
ABC-SARDINES-425-CHILI,18004,ABC-SARDINES-425-CHILI,food,,N,,,,,,,21200,711844330115,,,Y,Y,22900,7.000,
ABC-SARDINES-425-EXTRA-PDS,18005,ABC-SARDINES-425-EXTRA-PDS,food,,N,,,,,,,21200,711844330153,,,Y,Y,22900,8.000,
ABC-SARDINES-425-TOMAT,18006,ABC-SARDINES-425-TOMAT,food,,N,,,,,,,21200,711844330016,,,Y,Y,22900,7.000,
AGARASA-6S-COKLAT,11301,AGARASA-6S-COKLAT,food,,N,,,,,,,4405,8992933424218,,,Y,Y,4800,11.000,
AGARASA-6S-MELON,11302,AGARASA-6S-MELON,food,,N,,,,,,,3565,8992933423217,,,Y,Y,4000,9.000,
AGARASA-6S-STRAWBERY,11303,AGARASA-6S-STRAWBERY,food,,N,,,,,,,3740,8992933422214,,,Y,Y,4000,9.000,
AMP.MPT-VST-80,33001,AMP.MPT-VST-80,atk,,N,,,,,,,9100,M0009358,,,Y,Y,10000,1.000,
AQUA-AM-1500-ML,11716,AQUA-AM-1500-ML,food,,N,,,,,,,4670,8886008101091,,,Y,Y,4900,46.000,
AQUA-AM-330,11701,AQUA-AM-330,food,,N,,,,,,,1750,8886008101336,,,Y,Y,1900,58.000,
AQUA-AM-600-ML,11702,AQUA-AM-600-ML,food,,N,,,,,,,2460,8886008101053,,,Y,Y,2600,92.000,
ASEPSO+REGULER-RED-80,41001,ASEPSO+REGULER-RED-80,Non food,,N,,,,,,,7715,7640129890040,,,Y,Y,8400,5.000,
ASTRA-KPS-40,23002,ASTRA-KPS-40,Non food,,N,,,,,,,3725,8991038100409,,,Y,Y,4200,3.000,
ASTRA-KPS-60,23001,ASTRA-KPS-60,Non food,,N,,,,,,,5425,8991038100607,,,Y,Y,6000,3.000,
ATTACK-1200-SOFTENER/ATSNP,22201,ATTACK-1200-SOFTENER/ATSNP,Non food,,N,,,,,,,35560,8992727005487,,,Y,Y,39500,2.000,
ATTACK-40-G-SOFTENER/ATSNP,22202,ATTACK-40-G-SOFTENER/ATSNP,Non food,,N,,,,,,,815,8992727002844,,,Y,Y,1000,13.000,
ATTACK-450-SOFTENER/ATSNP,22203,ATTACK-450-SOFTENER/ATSNP,Non food,,N,,,,,,,12915,8992727002462,,,Y,Y,14400,2.000,
ATTACK-800-HYGIENE-PLUS-PROTECTION,22204,ATTACK-800-HYGIENE-PLUS-PROTECTION,Non food,,N,,,,,,,25230,8992727000314,,,Y,Y,28000,3.000,
ATTACK-800-PLUS-VIOLET-PERFUME,22205,ATTACK-800-PLUS-VIOLET-PERFUME,Non food,,N,,,,,,,25230,8992727001489,,,Y,Y,28000,2.000,
ATTACK-800-SOFTENER/ATSNP,22206,ATTACK-800-SOFTENER/ATSNP,Non food,,N,,,,,,,25230,8992727002479,,,Y,Y,28000,3.000,
ATTACK-DET-800-SENSOR-MATIC,22207,ATTACK-DET-800-SENSOR-MATIC,Non food,,N,,,,,,,31760,8992727008631,,,Y,Y,35300,2.000,
ATTACK-EASY-700-PURPLE-BLOSSOM,22208,ATTACK-EASY-700-PURPLE-BLOSSOM,Non food,,N,,,,,,,19420,8992727003070,,,Y,Y,21600,1.000,
ATTACK-EASY-700-ROMANTIC-FLOWER/SPARKLING-BLOOMING,22209,ATTACK-EASY-700-ROMANTIC-FLOWER/SPARKLING-BLOOMING,Non food,,N,,,,,,,19420,8992727003803,,,Y,Y,21600,2.000,
ATTACK-EASY-LIQ-42-PURPLE-BLOS-SWEET-GLAM,22127,ATTACK-EASY-LIQ-42-PURPLE-BLOS-SWEET-GLAM,Non food,,N,,,,,,,4870,8992727005876,,,Y,Y,5500,0.000,
ATTACK-EASY-LIQ-42-RMT-FLWR/SPARKLING-BLOOM,22126,ATTACK-EASY-LIQ-42-RMT-FLWR/SPARKLING-BLOOM,Non food,,N,,,,,,,4870,8992727005845,,,Y,Y,5500,9.000,
ATTACK-EASY-LIQ-750-SPARKL-BLOOM/-RMTC-FL,22121,ATTACK-EASY-LIQ-750-SPARKL-BLOOM/-RMTC-FL,Non food,,N,,,,,,,21005,8992727005852,,,Y,Y,23300,3.000,
ATTACK-EASY-LIQ-800-PURPLE-BLO/SWEET-GLAM,22122,ATTACK-EASY-LIQ-800-PURPLE-BLO/SWEET-GLAM,Non food,,N,,,,,,,21005,8992727005883,,,Y,Y,23300,3.000,
ATTACK-EASY-LIQ-DET-750-LIVELY-ENERGETIC,22112,ATTACK-EASY-LIQ-DET-750-LIVELY-ENERGETIC,Non food,,N,,,,,,,21005,8992727007658,,,Y,Y,23300,5.000,
ATTACK-JAZ-1-250-PESONA-SEGAR,22210,ATTACK-JAZ-1-250-PESONA-SEGAR,Non food,,N,,,,,,,4360,8992727006866,,,Y,Y,4900,0.000,
ATTACK-JAZ-1-250-SEMERBAK-CINTA,22211,ATTACK-JAZ-1-250-SEMERBAK-CINTA,Non food,,N,,,,,,,4360,8992727006859,,,Y,Y,4900,6.000,
ATTACK-JAZ-1-50-SEMERBAK-CINTA,22212,ATTACK-JAZ-1-50-SEMERBAK-CINTA,Non food,,N,,,,,,,815,8992727005272,,,Y,Y,1000,6.000,
AUTAN-LOT-ALL-NIGHT-SACH-FAMILY,22801,AUTAN-LOT-ALL-NIGHT-SACH-FAMILY,Non food,,N,,,,,,,2510,8998899400204,,,Y,Y,2800,5.000,
AUTAN-LOT-SACH-JUNIOR/CARE-PROTEC,22802,AUTAN-LOT-SACH-JUNIOR/CARE-PROTEC,Non food,,N,,,,,,,2510,8998899004242,,,Y,Y,2800,5.000,
AUTAN-LOT-SACH-SAKURA,22803,AUTAN-LOT-SACH-SAKURA,Non food,,N,,,,,,,2510,8998899995946,,,Y,Y,2800,0.000,
AUTAN-LOT-SACH-SS/FLORAL-PROTEC,22804,AUTAN-LOT-SACH-SS/FLORAL-PROTEC,Non food,,N,,,,,,,2510,8998899004105,,,Y,Y,2800,5.000,
AVAIL-DAY-USE/BIRU,21601,AVAIL-DAY-USE/BIRU,Non food,,N,,,,,,,37560,6921434400041,,,Y,Y,41700,1.000,
AVAIL-NIGHT-10S/MERAH,21602,AVAIL-NIGHT-10S/MERAH,Non food,,N,,,,,,,42835,4711542140203,,,Y,Y,47500,1.000,
AVAIL-PANTYLINER/HIJAU,21603,AVAIL-PANTYLINER/HIJAU,Non food,,N,,,,,,,34475,6921434400065,,,Y,Y,38300,1.000,
BANGO-KCP-135-MNS-MINI,16002,BANGO-KCP-135-MNS-MINI,food,,N,,,,,,,8945,8990121011073,,,Y,Y,9700,9.000,
BANGO-KCP-60-MNS,16003,BANGO-KCP-60-MNS,food,,N,,,,,,,2490,8999999514006,,,Y,Y,2700,3.000,
BANGO-KCP-MANIS-19-ML./6PCS,16004,BANGO-KCP-MANIS-19-ML./6PCS,food,,N,,,,,,,4980,8999999533496,,,Y,Y,5400,2.000,
BANGO-KCP-REF-210-MNS,16005,BANGO-KCP-REF-210-MNS,food,,N,,,,,,,11565,8999999012625,,,Y,Y,12500,3.000,
BAYCLIN-100-REGULAR,21501,BAYCLIN-100-REGULAR,Non food,,N,,,,,,,2660,8998899013015,,,Y,Y,3000,0.000,
BAYCLIN-200-REGULAR,21502,BAYCLIN-200-REGULAR,Non food,,N,,,,,,,4255,8998899013046,,,Y,Y,4800,1.000,
BAYGON-AER-200-LAVENDER,24022,BAYGON-AER-200-LAVENDER,Non food,,N,,,,,,,14215,8998899400358,,,Y,Y,15800,4.000,
BAYGON-AER-225-CITRUS-FRESH,24023,BAYGON-AER-225-CITRUS-FRESH,Non food,,N,,,,,,,16580,8998899400341,,,Y,Y,19000,4.000,
BAYGON-AER-ORANGE-BLOS-200-PROTECTOR/NO,24020,BAYGON-AER-ORANGE-BLOS-200-PROTECTOR/NO,Non food,,N,,,,,,,14215,8998899400327,,,Y,Y,15800,3.000,
BAYGON-COIL-JUMBO-DENGUE,22805,BAYGON-COIL-JUMBO-DENGUE,Non food,,N,,,,,,,4125,8998899001920,,,Y,Y,4600,2.000,
BAYGON-COIL-JUMBO-LAVENDER,22806,BAYGON-COIL-JUMBO-LAVENDER,Non food,,N,,,,,,,4125,8998899001623,,,Y,Y,4600,5.000,
BAYGON-COIL-JUMBO-MAX,22807,BAYGON-COIL-JUMBO-MAX,Non food,,N,,,,,,,4125,8998899001579,,,Y,Y,4600,0.000,
BAYGON-SP-225ML-FLOWER-GARDEN,24021,BAYGON-SP-225ML-FLOWER-GARDEN,Non food,,N,,,,,,,15735,8998899995113,,,Y,Y,17500,4.000,
BBO-LL-100-A5,32001,BBO-LL-100-A5,atk,,N,,,,,,,7500,M000013955,,,Y,Y,8300,5.000,
BBO-LL-50-A5,32002,BBO-LL-50-A5,atk,,N,,,,,,,4000,M000013935,,,Y,Y,4400,6.000,
BDR-SCM-CAN-370-CHOCO,11501,BDR-SCM-CAN-370-CHOCO,food,,N,,,,,,,12055,8992753102204,,,Y,Y,13000,3.000,
BDR-SCM-CAN-370-KENTAL-MANIS,11502,BDR-SCM-CAN-370-KENTAL-MANIS,food,,N,,,,,,,12055,8992753101207,,,Y,Y,13000,0.000,
BDR-SCM-SCH-40-CHOCO,11503,BDR-SCM-SCH-40-CHOCO,food,,N,,,,,,,7950,8992753102303,,,Y,Y,8600,3.000,
BDR-SCM-SCH-40-KENTAL-MANIS,11504,BDR-SCM-SCH-40-KENTAL-MANIS,food,,N,,,,,,,7950,8992753031900,,,Y,Y,8600,4.000,
BDR-UHT-115-CHOCO,12003,BDR-UHT-115-CHOCO,food,,N,,,,,,,2660,8992753182008,,,Y,Y,2900,34.000,
BDR-UHT-115-STRAWBERRY,12004,BDR-UHT-115-STRAWBERRY,food,,N,,,,,,,2660,8992753184002,,,Y,Y,2900,-1.000,
BDR-UHT-225-CHOCO,12001,BDR-UHT-225-CHOCO,food,,N,,,,,,,5205,8992753033720,,,Y,Y,5700,25.000,
BDR-UHT-225-STRAW,12002,BDR-UHT-225-STRAW,food,,N,,,,,,,5205,8992753033737,,,Y,Y,5700,0.000,
BEAR-BRAND-RTD-189,11717,BEAR-BRAND-RTD-189,food,,N,,,,,,,10065,8992696404441,,,Y,Y,10900,25.000,
BEE-FLOWER-SBN-125C,41002,BEE-FLOWER-SBN-125C,Non food,,N,,,,,,,7050,8990011998897,,,Y,Y,7600,0.000,
BEE-FLOWER-SBN-81C,41003,BEE-FLOWER-SBN-81C,Non food,,N,,,,,,,4620,8990011998880,,,Y,Y,5000,-1.000,
BENG-BENG-DRINK-120GR,15001,BENG-BENG-DRINK-120GR,food,,N,,,,,,,8035,8996001431047,,,Y,Y,8700,0.000,
BENG-BENG-MAXX-8BOX*12PC*32G,11601,BENG-BENG-MAXX-8BOX*12PC*32G,food,,N,,,,,,,3410,8996001355756,,,Y,Y,3700,15.000,
BERAS-FORTUNE-2.5KG,19001,BERAS-FORTUNE-2.5KG,food,,Y,,,,,,,31485,8993496111218,,,Y,Y,34000,-1.500,
BERAS-LAHAP-LELE-5KG,19003,BERAS-LAHAP-LELE-5KG,food,,Y,,,,,,,62885,8997209480561,,,Y,Y,63800,2.000,
BERAS-SANIA-2.5-KG,19004,BERAS-SANIA-2.5-KG,food,,Y,,,,,,,30995,8993496111232,,,Y,Y,33500,1.000,
BERAS-SIIP-5KG,19005,BERAS-SIIP-5KG,food,,Y,,,,,,,59365,8993496110617,,,Y,Y,60700,2.000,
BIMOLI-MG-CLS-REFIL-1LT,10108,BIMOLI-MG-CLS-REFIL-1LT,food,,N,,,,,,,25055,8992628022156,,,Y,Y,27100,5.000,
BIMOLI-MG-CLS-REFIL-2LT,10101,BIMOLI-MG-CLS-REFIL-2LT,food,,N,,,,,,,49070,8992628020152,,,Y,Y,53000,5.000,
BIORE-BF-100-ACTIVE-ANTI-BACTERIAL,22701,BIORE-BF-100-ACTIVE-ANTI-BACTERIAL,Non food,,N,,,,,,,10730,8992727000543,,,Y,Y,12000,2.000,
BIORE-BF-100-FRESHEN-UP-BRIGHT-MATCHA,22702,BIORE-BF-100-FRESHEN-UP-BRIGHT-MATCHA,Non food,,N,,,,,,,10730,8992727006972,,,Y,Y,12000,2.000,
BIORE-BF-100-LIVELY-REFRESH,22703,BIORE-BF-100-LIVELY-REFRESH,Non food,,N,,,,,,,10730,8992727003858,,,Y,Y,12000,2.000,
BIORE-BF-100-MILD,22704,BIORE-BF-100-MILD,Non food,,N,,,,,,,10730,8992727000383,,,Y,Y,12000,2.000,
BIORE-BF-100-RELAX,22705,BIORE-BF-100-RELAX,Non food,,N,,,,,,,10730,8992727002561,,,Y,Y,12000,1.000,
BIORE-BF-100-WHITE,22706,BIORE-BF-100-WHITE,Non food,,N,,,,,,,11775,8992727001656,,,Y,Y,13100,0.000,
BIORE-BF-BTL-100-FLORAL-SPA,22707,BIORE-BF-BTL-100-FLORAL-SPA,Non food,,N,,,,,,,10730,8992727007863,,,Y,Y,12000,1.000,
BIORE-BF-GUARD-REFF-250ML-HYGIENIC-AB-PLUS,22708,BIORE-BF-GUARD-REFF-250ML-HYGIENIC-AB-PLUS,Non food,,N,,,,,,,16495,8992727008266,,,Y,Y,18400,1.000,
BIORE-BF-PCH-220-FRESHEN-UP-BRIGHT-MATCHA,22709,BIORE-BF-PCH-220-FRESHEN-UP-BRIGHT-MATCHA,Non food,,N,,,,,,,16495,8992727006996,,,Y,Y,18400,2.000,
BIORE-BF-PCH-250-ACTIVE-ANTI-BACT,22710,BIORE-BF-PCH-250-ACTIVE-ANTI-BACT,Non food,,N,,,,,,,16495,8992727001328,,,Y,Y,18400,2.000,
BIORE-BF-PCH-250-ENERGETIC-COOL,22711,BIORE-BF-PCH-250-ENERGETIC-COOL,Non food,,N,,,,,,,16495,8992727005005,,,Y,Y,18400,2.000,
BIORE-BF-PCH-250-FLORAL-SPA,22712,BIORE-BF-PCH-250-FLORAL-SPA,Non food,,N,,,,,,,16495,8992727007887,,,Y,Y,18400,1.000,
BIORE-BF-PCH-250-LIVELY-REFRES,22713,BIORE-BF-PCH-250-LIVELY-REFRES,Non food,,N,,,,,,,16495,8992727003872,,,Y,Y,18400,2.000,
BIORE-BF-PCH-250-LOVELY-SAKURA,22714,BIORE-BF-PCH-250-LOVELY-SAKURA,Non food,,N,,,,,,,16495,8992727006170,,,Y,Y,18400,1.000,
BIORE-BF-PCH-250-MILD,22715,BIORE-BF-PCH-250-MILD,Non food,,N,,,,,,,16495,8992727001342,,,Y,Y,18400,5.000,
BIORE-BF-PCH-250-RELAX,22716,BIORE-BF-PCH-250-RELAX,Non food,,N,,,,,,,16495,8992727002578,,,Y,Y,18400,1.000,
BIORE-BF-PCH-250-WHITE,22717,BIORE-BF-PCH-250-WHITE,Non food,,N,,,,,,,16495,8992727002066,,,Y,Y,18400,0.000,
BIORE-BF-POUCH-250-POMEGRANATE-PEACH,22718,BIORE-BF-POUCH-250-POMEGRANATE-PEACH,Non food,,N,,,,,,,16495,8992727007924,,,Y,Y,18400,2.000,
BIORE-MEN-B-FAC-40-ACNE-ACTION,211045,BIORE-MEN-B-FAC-40-ACNE-ACTION,Non food,,N,,,,,,,14690,8992727005142,,,Y,Y,16300,12.000,
BIORE-MEN-B-FAC-40-WHT-ENERG,211047,BIORE-MEN-B-FAC-40-WHT-ENERG,Non food,,N,,,,,,,14690,8992727005128,,,Y,Y,16300,2.000,
BISKUAT-BOLU-16-CKL/REG,11620,BISKUAT-BOLU-16-CKL/REG,food,,N,,,,,,,2170,8992716109172,,,Y,Y,2400,0.000,
BK-BLOCK-NOTE-GRS-KCL,32003,BK-BLOCK-NOTE-GRS-KCL,atk,,N,,,,,,,3300,M000047044,,,Y,Y,3600,5.000,
BK-BLOCK-NOTE-PLS-KCL,32004,BK-BLOCK-NOTE-PLS-KCL,atk,,N,,,,,,,3500,M000046316,,,Y,Y,3900,5.000,
BLP-GEL-ESCO-IPEN-GP-888,31001,BLP-GEL-ESCO-IPEN-GP-888,atk,,N,,,,,,,3000,M000057922,,,Y,Y,3300,18.000,
BLP-KK-ERASO-16,31002,BLP-KK-ERASO-16,atk,,N,,,,,,,3000,M000062336,,,Y,Y,3300,13.000,
BLP-TG-31037,31003,BLP-TG-31037,atk,,N,,,,,,,4100,M000001612,,,Y,Y,4500,20.000,
BLP-TRIPEN-0.7MM-DARK-BRL-BLK-INK,31015,BLP-TRIPEN-0.7MM-DARK-BRL-BLK-INK,atk,,N,,,,,,,2100,M000013872,,,Y,Y,2300,21.000,
BLP-TRIPEN-0.7MM-MIX-BRL-BLK,31014,BLP-TRIPEN-0.7MM-MIX-BRL-BLK,atk,,N,,,,,,,2700,M0055146,,,Y,Y,3000,23.000,
BLP-X-DATA-M1/M2,31004,BLP-X-DATA-M1/M2,atk,,N,,,,,,,1500,M0046155,,,Y,Y,1700,68.000,
BLP-ZEBRA-KOKORO-SWEET-0.5,31005,BLP-ZEBRA-KOKORO-SWEET-0.5,atk,,N,,,,,,,6200,M000059489,,,Y,Y,6800,19.000,
BLUE-BAND-200-SAK,10109,BLUE-BAND-200-SAK,food,,N,,,,,,,11465,8999999034153,,,Y,Y,12400,5.000,
BOLP-4W-719,31006,BOLP-4W-719,atk,,N,,,,,,,6300,M000031062,,,Y,Y,7000,12.000,
BOLP-GEL-TG-31590D,31007,BOLP-GEL-TG-31590D,atk,,N,,,,,,,4100,M000054148,,,Y,Y,4500,21.000,
BOLP-TG-31763,31008,BOLP-TG-31763,atk,,N,,,,,,,4100,M000007350,,,Y,Y,4500,20.000,
BP-STD-AE7-0.3-BLK,31009,BP-STD-AE7-0.3-BLK,atk,,N,,,,,,,1700,M000061918,,,Y,Y,1900,23.000,
BP-STD-AE7-FINE-BLUE,31010,BP-STD-AE7-FINE-BLUE,atk,,N,,,,,,,1700,M0012296,,,Y,Y,1900,34.000,
BP-STD-AE7-FINE-RED,31011,BP-STD-AE7-FINE-RED,atk,,N,,,,,,,1700,M0012295,,,Y,Y,1900,33.000,
BT-KIKY-34-BX-W/P-EC,32031,BT-KIKY-34-BX-W/P-EC,atk,,N,,,,,,,5800,M000006878,,,Y,Y,6400,5.000,
BT-PLJR-STOPMAP-KTS-BR/10,33002,BT-PLJR-STOPMAP-KTS-BR/10,atk,,N,,,,,,,1000,M0048766,,,Y,Y,1100,9.000,
BT-PLJR-STOPMAP-KTS-HJ/10,33003,BT-PLJR-STOPMAP-KTS-HJ/10,atk,,N,,,,,,,1000,M0048767,,,Y,Y,1100,10.000,
BT-SDU-EB-38-EC,32005,BT-SDU-EB-38-EC,atk,,N,,,,,,,3900,M000009832,,,Y,Y,4300,2.000,
BT-SDU-EB-58-EC,32006,BT-SDU-EB-58-EC,atk,,N,,,,,,,5600,M000009164,,,Y,Y,6200,10.000,
BT.PLJR-STOPMAP-KTS-KNG,33004,BT.PLJR-STOPMAP-KTS-KNG,atk,,N,,,,,,,1000,M0046710,,,Y,Y,1100,10.000,
BTF-GRS-15-CM,34001,BTF-GRS-15-CM,atk,,N,,,,,,,2000,M0048206,,,Y,Y,2200,24.000,
BTF-GRS-20-CM-BNG,34002,BTF-GRS-20-CM-BNG,atk,,N,,,,,,,2500,M0046992,,,Y,Y,2800,5.000,
BTF-GRS-20-CM-WRN,34003,BTF-GRS-20-CM-WRN,atk,,N,,,,,,,2300,M0046993,,,Y,Y,2500,3.000,
BTF-GRS-30-CM-BNG,34004,BTF-GRS-30-CM-BNG,atk,,N,,,,,,,3000,M0046607,,,Y,Y,3300,21.000,
BY-LABEL-HRG-103/25,32030,BY-LABEL-HRG-103/25,atk,,N,,,,,,,4000,M0046745,,,Y,Y,4400,2.000,
BY-LABEL-HRG-108/25,32029,BY-LABEL-HRG-108/25,atk,,N,,,,,,,3800,M0048745,,,Y,Y,4200,3.000,
CARNATION-370-PTH,11505,CARNATION-370-PTH,food,,N,,,,,,,11110,8992696426481,,,Y,Y,12000,4.000,
CASA-BM-50-BIRU-T,22909,CASA-BM-50-BIRU-T,Non food,,N,,,,,,,7745,8992832602113,,,Y,Y,8600,1.000,
CASA-BM-50-HIJAU-T,22910,CASA-BM-50-HIJAU-T,Non food,,N,,,,,,,7745,8992832602748,,,Y,Y,8600,5.000,
CASA-BM-50-HJ,22911,CASA-BM-50-HJ,Non food,,N,,,,,,,7745,8992832601062,,,Y,Y,8600,1.000,
CASA-BM-50-KUNING,22912,CASA-BM-50-KUNING,Non food,,N,,,,,,,7745,8992832601048,,,Y,Y,8600,1.000,
CASA-BM-50-ORANGE,22913,CASA-BM-50-ORANGE,Non food,,N,,,,,,,7745,8992832601055,,,Y,Y,8600,4.000,
CASA-BM-50-PINK,22914,CASA-BM-50-PINK,Non food,,N,,,,,,,7745,8992832601024,,,Y,Y,8600,0.000,
CASA-BM-50-RED,22915,CASA-BM-50-RED,Non food,,N,,,,,,,7745,8992832602120,,,Y,Y,8600,1.000,
CASA-BM-50-UNGU,22916,CASA-BM-50-UNGU,Non food,,N,,,,,,,7745,8992832601031,,,Y,Y,8600,2.000,
CASA-BM-CLG-100-ROYALE,22917,CASA-BM-CLG-100-ROYALE,Non food,,N,,,,,,,13765,8992832604124,,,Y,Y,15300,1.000,
CASA-CLG-100-ABU/DYNAMIC,22901,CASA-CLG-100-ABU/DYNAMIC,Non food,,N,,,,,,,13765,8992832602168,,,Y,Y,15300,5.000,
CASA-CLG-100-HIJAU/FANTASY,22902,CASA-CLG-100-HIJAU/FANTASY,Non food,,N,,,,,,,13765,8992832601222,,,Y,Y,15300,0.000,
CASA-CLG-100-HJ-TUA/SPORT,22903,CASA-CLG-100-HJ-TUA/SPORT,Non food,,N,,,,,,,13765,8992832602731,,,Y,Y,15300,1.000,
CASA-CLG-100-KUNING/ENERGY,22904,CASA-CLG-100-KUNING/ENERGY,Non food,,N,,,,,,,13765,8992832601208,,,Y,Y,15300,0.000,
CASA-CLG-100-MERAH/INTENSE,22905,CASA-CLG-100-MERAH/INTENSE,Non food,,N,,,,,,,13765,8992832602144,,,Y,Y,15300,1.000,
CASA-CLG-100-ORANGE/ILLUSION,22906,CASA-CLG-100-ORANGE/ILLUSION,Non food,,N,,,,,,,13765,8992832601215,,,Y,Y,15300,1.000,
CASA-CLG-100-PINK/ROMANTIC,22907,CASA-CLG-100-PINK/ROMANTIC,Non food,,N,,,,,,,13765,8992832601185,,,Y,Y,15300,0.000,
CASA-CLG-100-VIOLET,22908,CASA-CLG-100-VIOLET,Non food,,N,,,,,,,13765,8992832601192,,,Y,Y,15300,1.000,
CB-CLG-100-M-BLUE/SOFTTOUCH,26033,CB-CLG-100-M-BLUE/SOFTTOUCH,Non food,,N,,,,,,,18885,8888103209108,,,Y,Y,21000,1.000,
CB-CLG-100-PINK/LOVELYKISS,26037,CB-CLG-100-PINK/LOVELYKISS,Non food,,N,,,,,,,18885,8888103003119,,,Y,Y,21000,1.000,
CB-COTTON-BUDS-100-EX-FINE,28018,CB-COTTON-BUDS-100-EX-FINE,Non food,,N,,,,,,,4955,8888103006974,,,Y,Y,5500,0.000,
CB-COTTON-BUDS-100-REG,28016,CB-COTTON-BUDS-100-REG,Non food,,N,,,,,,,4490,8998103010267,,,Y,Y,5000,0.000,
CB-COTTON-BUDS-50-EXT-FINE,28019,CB-COTTON-BUDS-50-EXT-FINE,Non food,,N,,,,,,,2915,8998103011363,,,Y,Y,3500,0.000,
CB-COTTON-BUDS-50-REG,28017,CB-COTTON-BUDS-50-REG,Non food,,N,,,,,,,2740,8998103011370,,,Y,Y,3000,0.000,
CB-HAIR-LOT-50-A-&-HONEY/NC,26029,CB-HAIR-LOT-50-A-&-HONEY/NC,Non food,,N,,,,,,,17020,8998103008127,,,Y,Y,18900,1.000,
CB-HAIR-LOT-50-CANDLE-NUT-CELERY,26032,CB-HAIR-LOT-50-CANDLE-NUT-CELERY,Non food,,N,,,,,,,17020,8998103011851,,,Y,Y,19000,1.000,
CB-HAIR-LOT-50-CCNT-OIL&ALOE-VERA/HC/NAV,26030,CB-HAIR-LOT-50-CCNT-OIL&ALOE-VERA/HC/NAV,Non food,,N,,,,,,,17020,8998103008158,,,Y,Y,18900,0.000,
CB-HAIR-LOT-50-GC/CP/AVOCADO&PRO-VIT-B5,26028,CB-HAIR-LOT-50-GC/CP/AVOCADO&PRO-VIT-B5,Non food,,N,,,,,,,17020,8998103204420,,,Y,Y,18900,1.000,
CHAR-AMP-AM-90/KAB,33005,CHAR-AMP-AM-90/KAB,atk,,N,,,,,,,5100,M0048115,,,Y,Y,5600,3.000,
CHAR-AMP-PLS-104/TG,33006,CHAR-AMP-PLS-104/TG,atk,,N,,,,,,,3400,M0046747,,,Y,Y,3700,3.000,
CHARM-BF-EXT-M10,21604,CHARM-BF-EXT-M10,Non food,,N,,,,,,,5455,8993189270291,,,Y,Y,6000,1.000,
CHARM-BF-EXT-M20,21605,CHARM-BF-EXT-M20,Non food,,N,,,,,,,10910,8993189270307,,,Y,Y,12100,1.000,
CHARM-BF-EXT-MW10,21606,CHARM-BF-EXT-MW10,Non food,,N,,,,,,,7550,8993189270338,,,Y,Y,8400,0.000,
CHARM-BF-EXT-MW20,21607,CHARM-BF-EXT-MW20,Non food,,N,,,,,,,14680,8993189270345,,,Y,Y,16300,1.000,
CHARM-BF-PS-NIGHT-W35-12S,21608,CHARM-BF-PS-NIGHT-W35-12S,Non food,,N,,,,,,,18585,8993189270420,,,Y,Y,20700,0.000,
CHARM-BF-SC-NIGHT-10,21609,CHARM-BF-SC-NIGHT-10,Non food,,N,,,,,,,8595,8993189230103,,,Y,Y,9600,9.000,
CHARM-BF-SC-NIGHT-20,21610,CHARM-BF-SC-NIGHT-20,Non food,,N,,,,,,,16675,8993189270024,,,Y,Y,18500,0.000,
CHARM-BF-SC-PS-35-6,21611,CHARM-BF-SC-PS-35-6,Non food,,N,,,,,,,9460,8993189270260,,,Y,Y,10500,5.000,
CHIKI-BALL-12-COKLAT,11101,CHIKI-BALL-12-COKLAT,food,,N,,,,,,,985,089686591231,,,Y,Y,1100,10.000,
CHIKI-BALL-12-KEJU,11102,CHIKI-BALL-12-KEJU,food,,N,,,,,,,985,89686590036,,,Y,Y,1100,20.000,
CHIKI-BALLS-55-CHEEKY-CHICKEN,11103,CHIKI-BALLS-55-CHEEKY-CHICKEN,food,,N,,,,,,,5135,89686590005,,,Y,Y,5600,1.000,
CHIKI-BALLS-55-CRAFTY-CHEESE,11104,CHIKI-BALLS-55-CRAFTY-CHEESE,food,,N,,,,,,,5135,89686590043,,,Y,Y,5600,-2.000,
